track_id,key,mode,time_signature,duration_ms,tempo,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence
0ntQJM78wzOLVeCUAW7Y45,9,1,4,203347,153.398,0.542,0.905,-5.653,0.054,0.00172,0.0104,0.136,0.374
0v7T2Xu3kpHj1JiaOvt7gm,6,1,4,710240,109.447,0.387,0.573,-6.909,0.0351,8.61e-05,0.713,0.117,0.143
0yEhNqCwEfy8LHUmnZoHpP,9,1,4,211707,131.275,0.584,0.931,-6.158,0.0344,0.00315,0.772,0.133,0.694
5IafdoRLyaGPeeA6f8ysIe,6,1,4,118933,84.167,0.303,0.129,-15.069,0.0301,0.89,0.00776,0.123,0.155
6ziQDVHvXcKm7N78CBNjY6,7,1,4,231160,217.388,0.455,0.952,-8.292,0.0589,0.0206,0.0015,0.037,0.75
0ElRzK07sc9eszyk1ea9Ab,9,1,4,136427,119.516,0.531,0.849,-10.754,0.111,0.0389,0.00763,0.186,0.305
7k3YrlUP1DxGe802jjuT1L,3,1,4,194293,125.597,0.839,0.233,-13.539,0.0414,0.745,0.746,0.105,0.778
6PgVDY8GTkxF3GmhVGPzoB,6,1,4,155707,106.841,0.803,0.338,-14.029,0.0349,0.196,0.038,0.097,0.912
5773KSWFzg9kCc8yazjbSt,4,0,4,184627,160.488,0.603,0.864,-3.341,0.0668,0.055,0.00493,0.0986,0.616
0EKTuuDuN8bAIwqFB1bPYY,9,1,4,376533,95.525,0.492,0.481,-9.708,0.0268,0.05,0.832,0.131,0.162
7KBGSSpk34PRiBjM10YWwF,1,0,4,290560,117.274,0.598,0.669,-7.691,0.0281,0.241,0.428,0.131,0.297
2H5nsVLjDwWsxfyajm0lVS,10,0,4,234587,109.883,0.77,0.858,-7.086,0.0492,0.0106,0.685,0.0298,0.76
7Bz8yww6UMbTgTVLG6zbI4,0,1,4,190827,140.075,0.812,0.644,-10.761,0.0493,0.0877,0.785,0.0563,0.989
1aklIImvCquLWbkOeGteRe,7,0,4,234240,147.886,0.158,0.943,-4.534,0.087,0.000612,0.471,0.105,0.181
5uuJruktM9fMdN9Va0DUMl,9,1,4,300000,109.394,0.814,0.672,-12.068,0.0619,0.0435,0.0,0.061,0.933
1yjr0GeoqGPejLg5P9g8Qe,0,1,4,110093,191.787,0.144,0.978,-1.644,0.197,0.673,0.000141,0.816,0.367
1YZDkJOFT8xlAXDi8lneb3,4,1,4,165067,125.644,0.661,0.407,-14.111,0.0334,0.00164,0.0241,0.0987,0.497
1RNLDw8yweoEZUo7KvuAMa,0,1,4,194200,149.037,0.592,0.738,-6.459,0.0506,0.0119,0.0189,0.176,0.616
4BZSaqzmgEzkIWEcoVRQU7,4,1,4,405813,112.579,0.235,0.864,-8.65,0.0596,0.00135,0.725,0.814,0.0757
0yolvPyB2Ay3VVteI0G5g9,2,1,4,483707,94.756,0.536,0.57,-5.733,0.0316,0.257,0.906,0.0933,0.0635
2MTtwbgylcxaViSP099LdS,6,1,4,244677,154.632,0.437,0.565,-8.727,0.031,0.619,0.934,0.101,0.184
0hhTYwlqstrTOKe48V24EC,7,1,4,271267,132.136,0.157,0.54,-6.339,0.101,1.95e-06,0.924,0.852,0.242
38ekh7ER21LsbR3pdhabu8,8,1,4,247507,147.103,0.2,0.98,-3.942,0.109,4.02e-05,0.838,0.062,0.302
7fSa3EJcTzkqPN4NZP3LlT,4,1,4,581027,141.896,0.163,0.382,-11.248,0.0354,0.0738,0.869,0.0691,0.0321
6TTViB62ZhFuGrGhQ5xj0w,10,0,4,299147,130.243,0.679,0.819,-6.905,0.0468,0.00482,0.561,0.111,0.109
5Ct2IAe3uGkhl09wjs3QNV,9,0,4,430507,79.786,0.39,0.572,-7.196,0.0368,0.000171,0.772,0.114,0.0463
0A0RBBTrgfq9eClnw6ZXT7,6,1,4,248200,127.971,0.677,0.743,-5.876,0.0611,0.0135,0.00222,0.0581,0.469
3kYWrBoFBQGctF0UwgP8N1,0,1,4,189707,168.902,0.393,0.905,-4.167,0.0912,0.17,9.75e-06,0.236,0.414
3ORCMXu4CAvrrzUodj91gA,7,1,4,277467,175.986,0.346,0.785,-4.991,0.0434,0.00165,0.00806,0.124,0.186
1WPjX3Ar4BmPMnVlgiMwuQ,6,0,4,379213,145.982,0.474,0.95,-5.502,0.0421,0.00373,0.00123,0.261,0.386
4kWcoZJ7nqIRWIciUrVrbI,6,1,4,214813,95.23,0.12,0.888,-5.853,0.0621,2.46e-06,0.699,0.126,0.239
305HmCA4kZ0KTMQIqIJ6LJ,4,0,4,125600,172.631,0.13,0.969,-8.499,0.162,1.71e-06,0.829,0.112,0.195
4wh6Ylkxo96WbUyzpPWPvn,6,0,4,391520,105.017,0.455,0.562,-8.112,0.0273,0.00201,0.787,0.216,0.225
0ojc2Dgt3f1SibdYeLyxsg,7,1,4,218253,141.29,0.329,0.974,-7.863,0.0674,8.71e-06,0.59,0.158,0.37
6dPEFCy0jEMUqbp6sz32h3,2,1,4,279093,106.137,0.313,0.85,-8.642,0.0571,7.39e-06,0.807,0.125,0.211
4Jv7lweGIUOFQ7Oq2AtAh9,9,0,4,280070,121.974,0.786,0.696,-5.796,0.0428,0.0234,0.0019,0.0839,0.306
59mzCn4G9KcuIWoksoe2aq,6,0,4,600067,109.39,0.238,0.55,-6.857,0.0321,0.000152,0.712,0.105,0.0374
2yK36EMQ1lteRCgwVQtwDc,11,0,4,194907,168.584,0.132,0.975,-4.351,0.0938,4.07e-06,0.758,0.0666,0.445
5uJfIzqUdLij98R0Oak9FC,7,1,4,402573,128.876,0.345,0.915,-5.835,0.14,0.00066,0.0266,0.0864,0.219
5XRcCRME9M74MFx5TemLBe,9,1,4,332240,150.038,0.41,0.925,-6.256,0.0424,0.000115,0.725,0.0867,0.0659
